ym,revenue,n_orders,def_id,anchor,source,freight,voucher,status,aov
2017-06,498590.420000003,3263,carrier|items|incl|all,carrier,items,incl,n/a,all,152.80123199509745
2017-05,597231.1900000034,3709,carrier|items|incl|all,carrier,items,incl,n/a,all,161.0221596117561
2018-09,2664.08,3,carrier|items|incl|all,carrier,items,incl,n/a,all,888.0266666666666
2018-06,872653.7200000182,6108,carrier|items|excl|all,carrier,items,excl,n/a,all,142.87061558611956
2017-02,224591.1499999974,1517,carrier|items|excl|all,carrier,items,excl,n/a,all,148.04953856295148
2018-07,829624.9300000179,6055,carrier|items|excl|all,carrier,items,excl,n/a,all,137.0148521882771
2018-04,1012431.4400000273,7002,carrier|items|excl|all,carrier,items,excl,n/a,all,144.5917509283101
2018-03,974094.4200000275,7178,carrier|items|excl|all,carrier,items,excl,n/a,all,135.70554750627298
2018-01,923209.6000000295,7059,carrier|items|excl|all,carrier,items,excl,n/a,all,130.78475704774465
2018-05,1000893.9200000255,6981,carrier|items|excl|all,carrier,items,excl,n/a,all,143.37400372439845
2017-12,794342.3300000177,6081,carrier|items|excl|all,carrier,items,excl,n/a,all,130.62692484788977
2018-08,961126.7900000247,7058,carrier|items|excl|all,carrier,items,excl,n/a,all,136.1755157268383
2017-04,309157.9299999977,2141,carrier|items|excl|all,carrier,items,excl,n/a,all,144.39884633348797
2017-03,378570.46000000025,2717,carrier|items|excl|all,carrier,items,excl,n/a,all,139.3339933750461
2017-01,84469.34000000001,612,carrier|items|excl|all,carrier,items,excl,n/a,all,138.02179738562094
2016-10,35884.6300000001,247,carrier|items|excl|all,carrier,items,excl,n/a,all,145.2819028340085
2016-11,6103.09,32,carrier|items|excl|all,carrier,items,excl,n/a,all,190.7215625
2016-12,81.9,2,carrier|items|excl|all,carrier,items,excl,n/a,all,40.95
2017-11,911305.4000000217,6637,carrier|items|excl|all,carrier,items,excl,n/a,all,137.30682537291273
2017-09,594772.6900000117,4131,carrier|items|excl|all,carrier,items,excl,n/a,all,143.977896393128
2018-02,826770.9700000258,6605,carrier|items|excl|all,carrier,items,excl,n/a,all,125.17350037850504
2017-08,569314.2000000103,4328,carrier|items|excl|all,carrier,items,excl,n/a,all,131.54209796673067
2017-07,472529.42000000516,3710,carrier|items|excl|all,carrier,items,excl,n/a,all,127.36642048517659
2017-10,651867.2500000113,4482,carrier|items|excl|all,carrier,items,excl,n/a,all,145.441153502903
2017-06,426919.1500000035,3263,carrier|items|excl|all,carrier,items,excl,n/a,all,130.83639288997963
2017-05,516131.7700000076,3709,carrier|items|excl|all,carrier,items,excl,n/a,all,139.15658398490365
2018-09,2524.99,3,carrier|items|excl|all,carrier,items,excl,n/a,all,841.6633333333333
2018-06,1027328.9499999962,6108,carrier|payments|incl|all,carrier,payments,n/a,incl,all,168.19399967255995
2017-02,258761.04999999984,1517,carrier|payments|incl|all,carrier,payments,n/a,incl,all,170.574192485168
2018-07,985312.9199999998,6055,carrier|payments|incl|all,carrier,payments,n/a,incl,all,162.72715441783646
2018-04,1178655.679999998,7002,carrier|payments|incl|all,carrier,payments,n/a,incl,all,168.33128820337018
2018-03,1144477.7699999947,7178,carrier|payments|incl|all,carrier,payments,n/a,incl,all,159.44243103928596
2018-01,1075304.3900000032,7059,carrier|payments|incl|all,carrier,payments,n/a,incl,all,152.33098030882607
2018-05,1156487.179999994,6981,carrier|payments|incl|all,carrier,payments,n/a,incl,all,165.66210858043175
2017-12,924316.4899999991,6081,carrier|payments|incl|all,carrier,payments,n/a,incl,all,152.00073836540028
2018-08,1129248.9199999985,7058,carrier|payments|incl|all,carrier,payments,n/a,incl,all,159.99559648625652
2017-04,354715.38,2141,carrier|payments|incl|all,carrier,payments,n/a,incl,all,165.67743110695938
2017-03,437626.34000000026,2717,carrier|payments|incl|all,carrier,payments,n/a,incl,all,161.0696871549504
2017-01,97060.75999999986,612,carrier|payments|incl|all,carrier,payments,n/a,incl,all,158.59601307189521
2016-10,41597.57999999998,247,carrier|payments|incl|all,carrier,payments,n/a,incl,all,168.41125506072868
2016-11,6973.910000000001,32,carrier|payments|incl|all,carrier,payments,n/a,incl,all,217.93468750000002
2016-12,102.31,2,carrier|payments|incl|all,carrier,payments,n/a,incl,all,51.155
2017-11,1062151.5099999998,6637,carrier|payments|incl|all,carrier,payments,n/a,incl,all,160.0348817236703
2017-09,687533.0900000002,4131,carrier|payments|incl|all,carrier,payments,n/a,incl,all,166.43260469619952
2018-02,968729.8500000021,6605,carrier|payments|incl|all,carrier,payments,n/a,incl,all,146.66613928841818
2017-08,664341.330000002,4328,carrier|payments|incl|all,carrier,payments,n/a,incl,all,153.49845887245888
2017-07,553110.0000000029,3710,carrier|payments|incl|all,carrier,payments,n/a,incl,all,149.086253369273
2017-10,755433.2700000005,4482,carrier|payments|incl|all,carrier,payments,n/a,incl,all,168.5482530120483
2017-06,498790.72000000294,3263,carrier|payments|incl|all,carrier,payments,n/a,incl,all,152.86261722341493
2017-05,597431.9300000035,3709,carrier|payments|incl|all,carrier,payments,n/a,incl,all,161.07628201671704
2018-09,2664.08,3,carrier|payments|incl|all,carrier,payments,n/a,incl,all,888.0266666666666
2018-06,1004317.3799999966,6108,carrier|payments|excl|all,carrier,payments,n/a,excl,all,164.4265520628678
2017-02,254251.2999999999,1517,carrier|payments|excl|all,carrier,payments,n/a,excl,all,167.60138431114035
2018-07,966032.8299999996,6055,carrier|payments|excl|all,carrier,payments,n/a,excl,all,159.5429942196531
2018-04,1153637.4199999997,7002,carrier|payments|excl|all,carrier,payments,n/a,excl,all,164.75827192230787
2018-03,1121834.1599999948,7178,carrier|payments|excl|all,carrier,payments,n/a,excl,all,156.28784619671146
2018-01,1045613.7400000029,7059,carrier|payments|excl|all,carrier,payments,n/a,excl,all,148.12491004391597
2018-05,1135333.4399999934,6981,carrier|payments|excl|all,carrier,payments,n/a,excl,all,162.63192092823283
2017-12,903155.6999999989,6081,carrier|payments|excl|all,carrier,payments,n/a,excl,all,148.52091761223465
2018-08,1110005.1599999997,7058,carrier|payments|excl|all,carrier,payments,n/a,excl,all,157.26907905922354
2017-04,343900.47,2141,carrier|payments|excl|all,carrier,payments,n/a,excl,all,160.62609528257823
2017-03,426853.97000000015,2717,carrier|payments|excl|all,carrier,payments,n/a,excl,all,157.10488406330518
2017-01,93617.25999999991,612,carrier|payments|excl|all,carrier,payments,n/a,excl,all,152.96937908496716
2016-10,41157.379999999976,247,carrier|payments|excl|all,carrier,payments,n/a,excl,all,166.62906882591082
2016-11,6597.030000000001,32,carrier|payments|excl|all,carrier,payments,n/a,excl,all,206.15718750000002
2016-12,102.31,2,carrier|payments|excl|all,carrier,payments,n/a,excl,all,51.155
2017-11,1045602.3899999985,6637,carrier|payments|excl|all,carrier,payments,n/a,excl,all,157.54141780925093
2017-09,669822.4300000003,4131,carrier|payments|excl|all,carrier,payments,n/a,excl,all,162.14534737351738
2018-02,946179.6100000013,6605,carrier|payments|excl|all,carrier,payments,n/a,excl,all,143.25202271006833
2017-08,648584.3600000024,4328,carrier|payments|excl|all,carrier,payments,n/a,excl,all,149.85775415896543
2017-07,537729.4700000026,3710,carrier|payments|excl|all,carrier,payments,n/a,excl,all,144.94055795148319
2017-10,737212.430000001,4482,carrier|payments|excl|all,carrier,payments,n/a,excl,all,164.48291610888018
2017-06,484514.3000000027,3263,carrier|payments|excl|all,carrier,payments,n/a,excl,all,148.48737358259353
2017-05,582311.3900000039,3709,carrier|payments|excl|all,carrier,payments,n/a,excl,all,156.9995659207344
2018-09,2497.62,3,carrier|payments|excl|all,carrier,payments,n/a,excl,all,832.54
2018-06,1027482.659999996,6108,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,168.21916502946888
2017-02,258707.01999999984,1517,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,170.5385761371126
2018-07,985249.5999999996,6055,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,162.71669694467377
2018-04,1178969.1699999983,7002,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,168.37605969722912
2018-03,1144375.9299999946,7175,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,159.49490313588774
2018-01,1072124.4700000028,7040,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,152.29040767045493
2018-05,1156865.7599999942,6981,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,165.71633863343277
2017-12,924959.5699999995,6081,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,152.1064907087649
2018-08,1129392.7899999986,7058,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,160.0159804477187
2017-04,354580.1000000001,2141,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,165.61424567958903
2017-03,437575.6600000003,2717,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,161.0510342289291
2017-01,97011.20999999988,612,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,158.51504901960763
2016-10,40765.41999999998,242,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,168.4521487603305
2016-11,7091.260000000001,32,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,221.60187500000004
2016-12,102.31,2,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,51.155
2017-11,1063227.2900000005,6637,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,160.19697001657383
2017-09,687457.4900000002,4131,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,166.41430404260475
2018-02,964030.0900000016,6557,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,147.02304254994687
2017-08,664239.6000000021,4328,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,153.4749537892796
2017-07,553019.6400000028,3710,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,149.06189757412474
2017-10,755492.2800000006,4482,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,168.56141900937095
2017-06,498590.420000003,3263,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,152.80123199509745
2017-05,597231.1900000034,3709,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,161.0221596117561
2018-09,2664.08,3,carrier|items|incl|ex_canceled,carrier,items,incl,n/a,ex_canceled,888.0266666666666
2018-06,872653.7200000182,6108,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,142.87061558611956
2017-02,224591.1499999974,1517,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,148.04953856295148
2018-07,829624.9300000179,6055,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,137.0148521882771
2018-04,1012431.4400000273,7002,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,144.5917509283101
2018-03,973924.6300000276,7175,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,135.73862439024774
2018-01,920605.0900000294,7040,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,130.76776846591326
2018-05,1000893.9200000255,6981,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,143.37400372439845
2017-12,794342.3300000177,6081,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,130.62692484788977
2018-08,961126.7900000247,7058,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,136.1755157268383
2017-04,309157.9299999977,2141,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,144.39884633348797
2017-03,378570.46000000025,2717,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,139.3339933750461
2017-01,84469.34000000001,612,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,138.02179738562094
2016-10,35268.440000000104,242,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,145.73735537190126
2016-11,6103.09,32,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,190.7215625
2016-12,81.9,2,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,40.95
2017-11,911305.4000000217,6637,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,137.30682537291273
2017-09,594772.6900000117,4131,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,143.977896393128
2018-02,822657.5200000253,6557,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,125.4624858929427
2017-08,569314.2000000103,4328,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,131.54209796673067
2017-07,472529.42000000516,3710,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,127.36642048517659
2017-10,651867.2500000113,4482,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,145.441153502903
2017-06,426919.1500000035,3263,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,130.83639288997963
2017-05,516131.7700000076,3709,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,139.15658398490365
2018-09,2524.99,3,carrier|items|excl|ex_canceled,carrier,items,excl,n/a,ex_canceled,841.6633333333333
2018-06,1027328.9499999962,6108,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,168.19399967255995
2017-02,258761.04999999984,1517,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,170.574192485168
2018-07,985312.9199999998,6055,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,162.72715441783646
2018-04,1178655.679999998,7002,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,168.33128820337018
2018-03,1144278.9599999946,7175,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,159.48138815330935
2018-01,1072238.6900000027,7040,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,152.3066321022731
2018-05,1156487.179999994,6981,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,165.66210858043175
2017-12,924316.4899999991,6081,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,152.00073836540028
2018-08,1129248.9199999985,7058,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,159.99559648625652
2017-04,354715.38,2141,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,165.67743110695938
2017-03,437626.34000000026,2717,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,161.0696871549504
2017-01,97060.75999999986,612,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,158.59601307189521
2016-10,40893.089999999975,242,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,168.97971074380155
2016-11,6973.910000000001,32,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,217.93468750000002
2016-12,102.31,2,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,51.155
2017-11,1062151.5099999998,6637,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,160.0348817236703
2017-09,687533.0900000002,4131,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,166.43260469619952
2018-02,963831.1900000017,6557,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,146.9927085557422
2017-08,664341.330000002,4328,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,153.49845887245888
2017-07,553110.0000000029,3710,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,149.086253369273
2017-10,755433.2700000005,4482,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,168.5482530120483
2017-06,498790.72000000294,3263,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,152.86261722341493
2017-05,597431.9300000035,3709,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,161.07628201671704
2018-09,2664.08,3,carrier|payments|incl|ex_canceled,carrier,payments,n/a,incl,ex_canceled,888.0266666666666
2018-06,1004317.3799999966,6108,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,164.4265520628678
2017-02,254251.2999999999,1517,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,167.60138431114035
2018-07,966032.8299999996,6055,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,159.5429942196531
2018-04,1153637.4199999997,7002,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,164.75827192230787
2018-03,1121635.3499999947,7175,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,156.32548432055677
2018-01,1042584.9200000028,7040,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,148.09444886363676
2018-05,1135333.4399999934,6981,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,162.63192092823283
2017-12,903155.6999999989,6081,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,148.52091761223465
2018-08,1110005.1599999997,7058,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,157.26907905922354
2017-04,343900.47,2141,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,160.62609528257823
2017-03,426853.97000000015,2717,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,157.10488406330518
2017-01,93617.25999999991,612,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,152.96937908496716
2016-10,40452.889999999985,242,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,167.16070247933877
2016-11,6597.030000000001,32,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,206.15718750000002
2016-12,102.31,2,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,51.155
2017-11,1045602.3899999985,6637,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,157.54141780925093
2017-09,669822.4300000003,4131,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,162.14534737351738
2018-02,941393.0800000011,6557,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,143.57070001525105
2017-08,648584.3600000024,4328,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,149.85775415896543
2017-07,537729.4700000026,3710,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,144.94055795148319
2017-10,737212.430000001,4482,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,164.48291610888018
2017-06,484514.3000000027,3263,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,148.48737358259353
2017-05,582311.3900000039,3709,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,156.9995659207344
2018-09,2497.62,3,carrier|payments|excl|ex_canceled,carrier,payments,n/a,excl,ex_canceled,832.54
2018-06,1027482.659999996,6108,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,168.21916502946888
2017-02,258707.01999999984,1517,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,170.5385761371126
2018-07,985249.5999999996,6055,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,162.71669694467377
2018-04,1178969.1699999983,7002,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,168.37605969722912
2018-03,1144375.9299999946,7175,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,159.49490313588774
2018-01,1072124.4700000028,7040,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,152.29040767045493
2018-05,1156865.7599999942,6981,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,165.71633863343277
2017-12,924959.5699999995,6081,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,152.1064907087649
2018-08,1129392.7899999986,7058,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,160.0159804477187
2017-04,354580.1000000001,2141,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,165.61424567958903
2017-03,437575.6600000003,2717,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,161.0510342289291
2017-01,97011.20999999988,612,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,158.51504901960763
2016-10,40765.41999999998,242,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,168.4521487603305
2016-11,7091.260000000001,32,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,221.60187500000004
2016-12,102.31,2,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,51.155
2017-11,1063227.2900000005,6637,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,160.19697001657383
2017-09,687457.4900000002,4131,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,166.41430404260475
2018-02,964030.0900000016,6557,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,147.02304254994687
2017-08,664239.6000000021,4328,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,153.4749537892796
2017-07,553019.6400000028,3710,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,149.06189757412474
2017-10,755492.2800000006,4482,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,168.56141900937095
2017-06,498590.420000003,3263,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,152.80123199509745
2017-05,597231.1900000034,3709,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,161.0221596117561
2018-09,2664.08,3,carrier|items|incl|ex_canceled_unavail,carrier,items,incl,n/a,ex_canceled_unavail,888.0266666666666
2018-06,872653.7200000182,6108,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,142.87061558611956
2017-02,224591.1499999974,1517,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,148.04953856295148
2018-07,829624.9300000179,6055,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,137.0148521882771
2018-04,1012431.4400000273,7002,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,144.5917509283101
2018-03,973924.6300000276,7175,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,135.73862439024774
2018-01,920605.0900000294,7040,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,130.76776846591326
2018-05,1000893.9200000255,6981,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,143.37400372439845
2017-12,794342.3300000177,6081,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,130.62692484788977
2018-08,961126.7900000247,7058,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,136.1755157268383
2017-04,309157.9299999977,2141,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,144.39884633348797
2017-03,378570.46000000025,2717,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,139.3339933750461
2017-01,84469.34000000001,612,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,138.02179738562094
2016-10,35268.440000000104,242,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,145.73735537190126
2016-11,6103.09,32,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,190.7215625
2016-12,81.9,2,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,40.95
2017-11,911305.4000000217,6637,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,137.30682537291273
2017-09,594772.6900000117,4131,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,143.977896393128
2018-02,822657.5200000253,6557,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,125.4624858929427
2017-08,569314.2000000103,4328,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,131.54209796673067
2017-07,472529.42000000516,3710,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,127.36642048517659
2017-10,651867.2500000113,4482,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,145.441153502903
2017-06,426919.1500000035,3263,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,130.83639288997963
2017-05,516131.7700000076,3709,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,139.15658398490365
2018-09,2524.99,3,carrier|items|excl|ex_canceled_unavail,carrier,items,excl,n/a,ex_canceled_unavail,841.6633333333333
2018-06,1027328.9499999962,6108,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,168.19399967255995
2017-02,258761.04999999984,1517,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,170.574192485168
2018-07,985312.9199999998,6055,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,162.72715441783646
2018-04,1178655.679999998,7002,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,168.33128820337018
2018-03,1144278.9599999946,7175,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,159.48138815330935
2018-01,1072238.6900000027,7040,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,152.3066321022731
2018-05,1156487.179999994,6981,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,165.66210858043175
2017-12,924316.4899999991,6081,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,152.00073836540028
2018-08,1129248.9199999985,7058,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,159.99559648625652
2017-04,354715.38,2141,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,165.67743110695938
2017-03,437626.34000000026,2717,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,161.0696871549504
2017-01,97060.75999999986,612,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,158.59601307189521
2016-10,40893.089999999975,242,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,168.97971074380155
2016-11,6973.910000000001,32,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,217.93468750000002
2016-12,102.31,2,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,51.155
2017-11,1062151.5099999998,6637,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,160.0348817236703
