ym,revenue,n_orders,def_id,anchor,source,freight,voucher,status,aov
2017-05,503159.1900000066,3640,purchase|items|excl|ex_canceled_unavail,purchase,items,excl,n/a,ex_canceled_unavail,138.2305467032985
2018-09,145.0,1,purchase|items|excl|ex_canceled_unavail,purchase,items,excl,n/a,ex_canceled_unavail,145.0
2018-06,1020494.2899999956,6145,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,166.06904637916935
2017-02,283621.9399999996,1718,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,165.08844004656555
2018-07,1039880.1600000012,6233,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,166.8346157548534
2018-04,1156303.9100000006,6919,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,167.12009105362054
2018-01,1102639.410000005,7187,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,153.42137331292682
2018-05,1145748.6299999927,6833,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,167.67871066881204
2017-12,861914.4599999995,5620,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,153.36556227757998
2017-04,405988.3799999999,2377,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,170.79864535128308
2018-08,996896.149999999,6421,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,155.2555910294345
2017-03,425656.4000000001,2617,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,162.65051585785253
2018-03,1152736.7399999958,7168,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,160.81706752232085
2017-01,137006.75999999983,787,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,174.08736975857667
2016-10,51657.52999999998,293,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,176.30556313993165
2016-09,136.23,2,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,68.115
2016-12,19.62,1,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,19.62
2017-09,717195.2199999992,4227,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,169.67003075467215
2017-11,1172639.230000001,7423,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,157.97376128250045
2018-02,979966.2300000004,6625,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,147.9194309433963
2017-08,662071.7700000027,4272,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,154.97934691011298
2017-10,764785.2800000007,4547,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,168.19557510446464
2017-07,578858.5800000026,3946,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,146.69502787633112
2017-06,499827.47000000253,3205,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,155.95240873635024
2017-05,582926.1600000038,3640,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,160.14454945055047
2018-09,166.46,1,purchase|payments|incl|ex_canceled_unavail,purchase,payments,n/a,incl,ex_canceled_unavail,166.46
2018-06,997145.2499999956,6145,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,162.26936533767218
2017-02,278087.5899999997,1718,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,161.86704889406266
2018-07,1019946.3200000009,6233,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,163.63650248676413
2018-04,1134524.8099999994,6919,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,163.972367394132
2018-01,1073059.690000002,7187,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,149.3056476972314
2018-05,1124458.1899999944,6833,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,164.5628845309519
2017-12,840340.3899999999,5620,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,149.52675978647684
2017-04,394409.8199999999,2377,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,165.92756415649976
2018-08,979558.4999999988,6421,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,152.5554430774021
2017-03,416035.07,2617,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,158.9740427970959
2018-03,1126870.2399999953,7168,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,157.2084598214279
2017-01,132983.47999999984,787,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,168.9751969504445
2016-10,50840.449999999975,293,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,173.51689419795213
2016-09,136.23,2,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,68.115
2016-12,19.62,1,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,19.62
2017-09,699755.0399999993,4227,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,165.5441305890701
2017-11,1153526.0100000019,7423,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,155.39889667250463
2018-02,958253.5600000002,6625,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,144.64204679245285
2017-08,647408.000000003,4272,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,151.54681647940146
2017-10,746493.9100000015,4547,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,164.17284143391282
2017-07,561533.1900000025,3946,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,142.30440699442536
2017-06,487084.3100000025,3205,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,151.9763837753518
2017-05,566792.9400000038,3640,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,155.7123461538472
2018-09,0.0,1,purchase|payments|excl|ex_canceled_unavail,purchase,payments,n/a,excl,ex_canceled_unavail,0.0
2018-06,1012202.4899999951,6099,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,165.96204131824808
2017-02,271239.31999999966,1653,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,164.08912280701733
2018-07,1027840.5400000009,6159,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,166.88432213021608
2018-04,1133264.9599999995,6798,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,166.7056428361282
2018-01,1078442.720000002,7069,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,152.55944546611997
2018-05,1129246.1199999931,6749,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,167.3205097051405
2017-12,843851.2100000001,5513,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,153.06570107019772
2017-04,390812.4000000002,2303,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,169.69709075119417
2018-08,985558.1599999995,6351,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,155.1815714060777
2017-03,414330.9499999999,2546,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,162.73800078554592
2018-03,1120726.6999999953,7003,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,160.03522775953095
2017-01,127482.3699999998,750,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,169.97649333333308
2016-10,46490.65999999996,265,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,175.43645283018853
2016-12,19.62,1,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,19.62
2016-09,143.46,1,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,143.46
2017-11,1154559.5300000014,7289,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,158.39752092193737
2018-02,966836.8499999997,6555,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,147.4960869565217
2017-09,701077.4899999994,4150,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,168.93433493975888
2017-08,645915.1200000031,4193,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,154.04605771524044
2017-10,751222.1300000006,4478,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,167.75840330504704
2017-07,566299.0800000028,3872,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,146.25492768595112
2017-06,490050.3700000025,3135,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,156.31590749601355
2017-05,566851.4000000037,3546,purchase|items|incl|delivered_only,purchase,items,incl,n/a,delivered_only,159.85657078398302
2018-06,856077.860000018,6099,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,140.363643220203
2017-02,234223.399999997,1653,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,141.69594676345855
2018-07,867953.4600000181,6159,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,140.92441305407016
2018-04,973534.0900000257,6798,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,143.2088982053583
2018-01,924645.000000029,7069,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,130.80280096195062
2018-05,977544.6900000249,6749,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,144.8428937620425
2017-12,726033.1900000143,5513,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,131.69475603120156
2017-04,340669.6799999986,2303,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,147.92430742509708
2018-08,838576.6400000216,6351,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,132.03851991812652
2017-03,359198.84999999957,2546,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,141.08360172820093
2018-03,953356.2500000246,7003,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,136.1354062544659
2017-01,111798.35999999977,750,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,149.0644799999997
2016-10,40325.1100000001,265,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,152.17022641509473
2016-12,10.9,1,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,10.9
2016-09,134.97,1,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,134.97
2017-11,987765.3700000272,7289,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,135.51452462615273
2018-02,826437.1300000263,6555,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,126.07736536995063
2017-09,607399.6700000115,4150,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,146.361366265063
2017-08,554699.700000009,4193,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,132.29184354877393
2017-10,648247.650000011,4478,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,144.7627623939283
2017-07,481604.52000000566,3872,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,124.38133264462957
2017-06,421923.3700000034,3135,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,134.58480701754493
2017-05,489338.25000000617,3546,purchase|items|excl|delivered_only,purchase,items,excl,n/a,delivered_only,137.99725042301358
2018-06,1012090.6799999953,6099,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,165.94370880472133
2017-02,271298.64999999973,1653,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,164.12501512401678
2018-07,1027903.8600000009,6159,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,166.89460301997093
2018-04,1132933.9499999995,6798,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,166.65695057369808
2018-01,1078606.8600000024,7069,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,152.58266515773127
2018-05,1128836.6899999932,6749,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,167.25984442139475
2017-12,843199.1699999995,5513,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,152.94742789769626
2017-04,390952.18000000017,2303,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,169.75778549717768
2018-08,985414.2799999993,6351,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,155.15891670603045
2017-03,414369.38999999996,2546,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,162.75309897879023
2018-03,1120677.9999999953,7003,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,160.02827359702917
2017-01,127545.66999999981,750,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,170.06089333333307
2016-10,46566.70999999996,265,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,175.723433962264
2016-12,19.62,1,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,19.62
2016-09,0.0,1,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,0.0
2017-11,1153528.050000002,7289,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,158.25600905474028
2018-02,966510.8799999998,6555,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,147.446358504958
2017-09,701169.9899999994,4150,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,168.9566240963854
2017-08,646000.6100000032,4193,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,154.06644645838378
2017-10,751140.2700000006,4478,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,167.74012282268885
2017-07,566403.9300000027,3872,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,146.28200671487673
2017-06,490225.6000000024,3135,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,156.37180223285563
2017-05,567066.7300000038,3546,purchase|payments|incl|delivered_only,purchase,payments,n/a,incl,delivered_only,159.91729554427633
2018-06,988935.819999996,6099,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,162.14720773897295
2017-02,266155.98999999964,1653,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,161.0139080459768
2018-07,1008163.850000001,6159,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,163.68953563890258
2018-04,1111254.8499999996,6798,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,163.4679096793174
2018-01,1050075.800000002,7069,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,148.54658367520184
2018-05,1108488.9899999958,6749,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,164.24492369239826
2017-12,822059.6399999999,5513,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,149.1129403228732
2017-04,380260.5200000001,2303,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,165.11529309596182
2018-08,968135.4899999992,6351,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,152.43827586206885
2017-03,404877.3599999999,2546,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,159.02488609583656
2018-03,1095489.3999999969,7003,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,156.4314436669994
2017-01,123522.3899999998,750,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,164.69651999999974
2016-10,45848.179999999964,265,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,173.01199999999986
2016-12,19.62,1,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,19.62
2016-09,0.0,1,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,0.0
2017-11,1134860.5900000015,7289,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,155.6949636438471
2018-02,944798.2099999994,6555,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,144.1339755911517
2017-09,683855.5899999994,4150,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,164.78447951807215
2017-08,631698.8600000031,4193,purchase|payments|excl|delivered_only,purchase,payments,n/a,excl,delivered_only,150.65558311471574
